branch_seed,step,loss,accuracy,inner_loss_before,inner_loss_after,inner_gradient_norm,update_norm,selected_etas,backtracking_trials,eta_zero_fraction,armijo_violations,finite
seed7_P_O0_resume,43,0.6308130025863647,0.9375,0.7925868034362793,0.39472585916519165,3.1552305221557617,0.15776154398918152,"[0.05, 0.05, 0.05, 0.05]","[0, 0, 0, 0]",0.0,0,True
seed7_P_O0_resume,44,0.5549461841583252,0.96875,0.8491438627243042,0.4802789092063904,2.9420015811920166,0.14710009098052979,"[0.05, 0.05, 0.05, 0.05]","[0, 0, 0, 0]",0.0,0,True
seed7_P_O0_resume,45,0.5429697036743164,0.875,0.9310324788093567,0.5664159059524536,2.8400349617004395,0.14200174808502197,"[0.05, 0.05, 0.05, 0.05]","[0, 0, 0, 0]",0.0,0,True
seed7_P_O0_resume,46,0.6623417139053345,0.75,0.8454111218452454,0.43868082761764526,3.139502763748169,0.1569751352071762,"[0.05, 0.05, 0.05, 0.05]","[0, 0, 0, 0]",0.0,0,True
seed7_P_O0_resume,47,0.714375913143158,0.59375,0.7814292311668396,0.40657687187194824,2.977060079574585,0.14885300397872925,"[0.05, 0.05, 0.05, 0.05]","[0, 0, 0, 0]",0.0,0,True
seed7_P_O0_resume,48,0.622331440448761,0.8125,0.8578392267227173,0.4428674578666687,3.1607236862182617,0.15803620219230652,"[0.05, 0.05, 0.05, 0.05]","[0, 0, 0, 0]",0.0,0,True
seed7_P_O0_resume,49,0.5196979641914368,0.9375,0.9064362645149231,0.5208074450492859,2.9867353439331055,0.1493367850780487,"[0.05, 0.05, 0.05, 0.05]","[0, 0, 0, 0]",0.0,0,True
seed7_P_O0_resume,50,0.6169025301933289,0.8125,0.8122068643569946,0.41612327098846436,3.111656665802002,0.15558281540870667,"[0.05, 0.05, 0.05, 0.05]","[0, 0, 0, 0]",0.0,0,True
seed7_P_O0_resume,51,0.6110352873802185,0.8125,0.848164439201355,0.44452008605003357,3.114664077758789,0.15573319792747498,"[0.05, 0.05, 0.05, 0.05]","[0, 0, 0, 0]",0.0,0,True
seed7_P_O0_resume,52,0.5915005207061768,0.84375,0.9125372171401978,0.5365222692489624,2.9045920372009277,0.14522960782051086,"[0.05, 0.05, 0.05, 0.05]","[0, 0, 0, 0]",0.0,0,True
seed7_P_O0_resume,53,0.5760287046432495,0.75,0.7562118768692017,0.3888036012649536,3.025639057159424,0.1512819528579712,"[0.05, 0.05, 0.05, 0.05]","[0, 0, 0, 0]",0.0,0,True
seed7_P_O0_resume,54,0.5607344508171082,0.75,0.8210598230361938,0.40199750661849976,3.246890068054199,0.16234451532363892,"[0.05, 0.05, 0.05, 0.05]","[0, 0, 0, 0]",0.0,0,True
seed7_P_O0_resume,55,0.6270478367805481,0.65625,0.721251368522644,0.31707844138145447,3.224733829498291,0.1612366884946823,"[0.05, 0.05, 0.05, 0.05]","[0, 0, 0, 0]",0.0,0,True
seed7_P_O0_resume,56,0.6177365779876709,0.8125,0.9653341770172119,0.5780901908874512,2.9481377601623535,0.1474069058895111,"[0.05, 0.05, 0.05, 0.05]","[0, 0, 0, 0]",0.0,0,True
seed7_P_O0_resume,57,0.5946470499038696,0.8125,0.9241639375686646,0.5403039455413818,2.9396395683288574,0.14698198437690735,"[0.05, 0.05, 0.05, 0.05]","[0, 0, 0, 0]",0.0,0,True
seed7_P_O0_resume,58,0.6360106468200684,0.75,0.8816232681274414,0.4772096574306488,3.097412109375,0.15487059950828552,"[0.05, 0.05, 0.05, 0.05]","[0, 0, 0, 0]",0.0,0,True
seed7_P_O0_resume,59,0.5584295392036438,0.84375,0.7389278411865234,0.3484725058078766,3.154294729232788,0.15771475434303284,"[0.05, 0.05, 0.05, 0.05]","[0, 0, 0, 0]",0.0,0,True
seed7_P_O0_resume,60,0.6125221848487854,0.8125,0.7935563325881958,0.3731383681297302,3.242823362350464,0.16214117407798767,"[0.05, 0.05, 0.05, 0.05]","[0, 0, 0, 0]",0.0,0,True
seed7_P_O0_resume,61,0.5622086524963379,0.84375,0.6966001987457275,0.33847707509994507,3.0327324867248535,0.15163663029670715,"[0.05, 0.05, 0.05, 0.05]","[0, 0, 0, 0]",0.0,0,True
seed7_P_O0_resume,62,0.6078217029571533,0.6875,0.8880164623260498,0.47786933183670044,3.141904354095459,0.15709523856639862,"[0.05, 0.05, 0.05, 0.05]","[0, 0, 0, 0]",0.0,0,True
seed7_P_O0_resume,63,0.6050624847412109,0.71875,0.778749942779541,0.38561496138572693,3.128126382827759,0.15640631318092346,"[0.05, 0.05, 0.05, 0.05]","[0, 0, 0, 0]",0.0,0,True
seed7_P_O0_resume,64,0.5829039812088013,0.78125,0.8907831907272339,0.4900570511817932,3.0726029872894287,0.15363015234470367,"[0.05, 0.05, 0.05, 0.05]","[0, 0, 0, 0]",0.0,0,True
seed7_P_O0_resume,65,0.6320229768753052,0.78125,0.9288922548294067,0.5440211296081543,2.9696922302246094,0.14848461747169495,"[0.05, 0.05, 0.05, 0.05]","[0, 0, 0, 0]",0.0,0,True
seed7_P_O0_resume,66,0.64219069480896,0.65625,0.8158085346221924,0.41683194041252136,3.110621690750122,0.15553107857704163,"[0.05, 0.05, 0.05, 0.05]","[0, 0, 0, 0]",0.0,0,True
seed7_P_O0_resume,67,0.5586424469947815,0.875,0.7178692817687988,0.34756046533584595,3.0623764991760254,0.1531188189983368,"[0.05, 0.05, 0.05, 0.05]","[0, 0, 0, 0]",0.0,0,True
seed7_P_O0_resume,68,0.5610165596008301,0.84375,0.7936676144599915,0.39977532625198364,3.142515182495117,0.15712577104568481,"[0.05, 0.05, 0.05, 0.05]","[0, 0, 0, 0]",0.0,0,True
seed7_P_O0_resume,69,0.5923957228660583,0.84375,0.819912314414978,0.4402015507221222,3.0422635078430176,0.1521131843328476,"[0.05, 0.05, 0.05, 0.05]","[0, 0, 0, 0]",0.0,0,True
seed7_P_O0_resume,70,0.6598332524299622,0.625,0.9882439374923706,0.573502779006958,3.0572009086608887,0.15286004543304443,"[0.05, 0.05, 0.05, 0.05]","[0, 0, 0, 0]",0.0,0,True
seed7_P_O0_resume,71,0.513431966304779,0.9375,0.814852774143219,0.3936108648777008,3.249295711517334,0.16246479749679565,"[0.05, 0.05, 0.05, 0.05]","[0, 0, 0, 0]",0.0,0,True
seed7_P_O0_resume,72,0.6508102416992188,0.8125,0.803382158279419,0.4605324864387512,2.8495233058929443,0.1424761712551117,"[0.05, 0.05, 0.05, 0.05]","[0, 0, 0, 0]",0.0,0,True
seed7_P_O0_resume,73,0.6743699312210083,0.5625,0.7402641773223877,0.3348957300186157,3.2337889671325684,0.16168944537639618,"[0.05, 0.05, 0.05, 0.05]","[0, 0, 0, 0]",0.0,0,True
seed7_P_O0_resume,74,0.5986798405647278,0.78125,0.6450772285461426,0.31123602390289307,2.950385808944702,0.1475192904472351,"[0.05, 0.05, 0.05, 0.05]","[0, 0, 0, 0]",0.0,0,True
seed7_P_O0_resume,75,0.548281192779541,0.75,0.8877906799316406,0.4733191728591919,3.131340265274048,0.15656700730323792,"[0.05, 0.05, 0.05, 0.05]","[0, 0, 0, 0]",0.0,0,True
seed7_P_O0_resume,76,0.5820493102073669,0.78125,0.9539775848388672,0.5507420897483826,3.046431541442871,0.15232157707214355,"[0.05, 0.05, 0.05, 0.05]","[0, 0, 0, 0]",0.0,0,True
seed7_P_O0_resume,77,0.605501651763916,0.875,0.6583621501922607,0.3380647897720337,2.8489928245544434,0.14244964718818665,"[0.05, 0.05, 0.05, 0.05]","[0, 0, 0, 0]",0.0,0,True
seed7_P_O0_resume,78,0.6563553810119629,0.53125,0.9890843629837036,0.6205272674560547,2.842109203338623,0.14210546016693115,"[0.05, 0.05, 0.05, 0.05]","[0, 0, 0, 0]",0.0,0,True
seed7_P_O0_resume,79,0.6185377240180969,0.75,0.907645046710968,0.5271295309066772,2.9696638584136963,0.14848320186138153,"[0.05, 0.05, 0.05, 0.05]","[0, 0, 0, 0]",0.0,0,True
seed7_P_O0_resume,80,0.6253437399864197,0.78125,0.9312798976898193,0.5313621759414673,3.0283257961273193,0.15141630172729492,"[0.05, 0.05, 0.05, 0.05]","[0, 0, 0, 0]",0.0,0,True
seed7_P_O0_resume,81,0.563596248626709,0.96875,0.6840367317199707,0.32493215799331665,3.0204031467437744,0.15102015435695648,"[0.05, 0.05, 0.05, 0.05]","[0, 0, 0, 0]",0.0,0,True
seed7_P_O0_resume,82,0.6288096904754639,0.6875,0.9107401967048645,0.5204489827156067,3.0220348834991455,0.1511017382144928,"[0.05, 0.05, 0.05, 0.05]","[0, 0, 0, 0]",0.0,0,True
seed7_P_O0_resume,83,0.5000048875808716,1.0,0.8265862464904785,0.4454827904701233,3.0228734016418457,0.15114368498325348,"[0.05, 0.05, 0.05, 0.05]","[0, 0, 0, 0]",0.0,0,True
seed7_P_O0_resume,84,0.6107773780822754,0.75,0.7929561734199524,0.42476803064346313,3.008390426635742,0.15041953325271606,"[0.05, 0.05, 0.05, 0.05]","[0, 0, 0, 0]",0.0,0,True
seed7_P_O0_resume,85,0.6809998154640198,0.625,0.6778323650360107,0.3697323203086853,2.7824511528015137,0.13912254571914673,"[0.05, 0.05, 0.05, 0.05]","[0, 0, 0, 0]",0.0,0,True
seed7_P_O0_resume,86,0.5726849436759949,0.90625,0.8661255836486816,0.46793481707572937,3.0744359493255615,0.15372179448604584,"[0.05, 0.05, 0.05, 0.05]","[0, 0, 0, 0]",0.0,0,True
seed7_P_O0_resume,87,0.44487836956977844,1.0,0.844757616519928,0.4461512565612793,3.110685348510742,0.1555342674255371,"[0.05, 0.05, 0.05, 0.05]","[0, 0, 0, 0]",0.0,0,True
seed7_P_O0_resume,88,0.5499619245529175,0.875,0.8028246164321899,0.41796940565109253,3.067272663116455,0.1533636450767517,"[0.05, 0.05, 0.05, 0.05]","[0, 0, 0, 0]",0.0,0,True
seed7_P_O0_resume,89,0.671487033367157,0.65625,0.8473485708236694,0.49738210439682007,2.8706295490264893,0.14353147149085999,"[0.05, 0.05, 0.05, 0.05]","[0, 0, 0, 0]",0.0,0,True
seed7_P_O0_resume,90,0.578645646572113,0.84375,0.8885277509689331,0.5289983749389648,2.8707275390625,0.14353637397289276,"[0.05, 0.05, 0.05, 0.05]","[0, 0, 0, 0]",0.0,0,True
seed7_P_O0_resume,91,0.7014353275299072,0.65625,0.7280382513999939,0.3967611491680145,2.8575026988983154,0.14287513494491577,"[0.05, 0.05, 0.05, 0.05]","[0, 0, 0, 0]",0.0,0,True
seed7_P_O0_resume,92,0.6970751881599426,0.59375,0.8565286993980408,0.5098251700401306,2.8295845985412598,0.1414792239665985,"[0.05, 0.05, 0.05, 0.05]","[0, 0, 0, 0]",0.0,0,True
seed7_P_O0_resume,93,0.5742849707603455,0.84375,0.9231578707695007,0.5263786315917969,3.0438125133514404,0.15219062566757202,"[0.05, 0.05, 0.05, 0.05]","[0, 0, 0, 0]",0.0,0,True
seed7_P_O0_resume,94,0.5926797389984131,0.78125,0.9275507926940918,0.5493251085281372,2.883657932281494,0.14418289065361023,"[0.05, 0.05, 0.05, 0.05]","[0, 0, 0, 0]",0.0,0,True
seed7_P_O0_resume,95,0.5232425332069397,0.8125,0.8808507323265076,0.5097752809524536,2.963024139404297,0.1481512039899826,"[0.05, 0.05, 0.05, 0.05]","[0, 0, 0, 0]",0.0,0,True
seed7_P_O0_resume,96,0.5374167561531067,0.9375,0.7061750888824463,0.369586706161499,2.8736352920532227,0.14368176460266113,"[0.05, 0.05, 0.05, 0.05]","[0, 0, 0, 0]",0.0,0,True
seed7_P_O0_resume,97,0.6782735586166382,0.53125,0.8149293661117554,0.4541245996952057,2.924689769744873,0.14623449742794037,"[0.05, 0.05, 0.05, 0.05]","[0, 0, 0, 0]",0.0,0,True
seed7_P_O0_resume,98,0.5091558694839478,0.875,0.8364216685295105,0.5090899467468262,2.7206482887268066,0.13603240251541138,"[0.05, 0.05, 0.05, 0.05]","[0, 0, 0, 0]",0.0,0,True
seed7_P_O0_resume,99,0.5526880621910095,0.78125,0.9424475431442261,0.5812849998474121,2.8630096912384033,0.1431504786014557,"[0.05, 0.05, 0.05, 0.05]","[0, 0, 0, 0]",0.0,0,True
seed7_P_O0_resume,100,0.5923791527748108,0.6875,0.7675971984863281,0.39680272340774536,3.013035774230957,0.15065178275108337,"[0.05, 0.05, 0.05, 0.05]","[0, 0, 0, 0]",0.0,0,True
seed7_P_O0_resume,101,0.6128007173538208,0.875,0.8645458221435547,0.5217403769493103,2.7885923385620117,0.13942961394786835,"[0.05, 0.05, 0.05, 0.05]","[0, 0, 0, 0]",0.0,0,True
seed7_P_O0_resume,102,0.6129634976387024,0.8125,0.6860008239746094,0.3530808985233307,2.8625285625457764,0.14312642812728882,"[0.05, 0.05, 0.05, 0.05]","[0, 0, 0, 0]",0.0,0,True
seed7_P_O0_resume,103,0.5717149972915649,0.78125,0.784999668598175,0.46538734436035156,2.7468385696411133,0.1373419463634491,"[0.05, 0.05, 0.05, 0.05]","[0, 0, 0, 0]",0.0,0,True
seed7_P_O0_resume,104,0.6214338541030884,0.71875,0.7832216024398804,0.42853808403015137,2.921647787094116,0.14608238637447357,"[0.05, 0.05, 0.05, 0.05]","[0, 0, 0, 0]",0.0,0,True
seed7_P_O0_resume,105,0.6094264388084412,0.6875,0.7680596709251404,0.42183732986450195,2.9327492713928223,0.1466374695301056,"[0.05, 0.05, 0.05, 0.05]","[0, 0, 0, 0]",0.0,0,True
seed7_P_O0_resume,106,0.630317211151123,0.71875,0.8455688953399658,0.4882851243019104,2.885953903198242,0.14429768919944763,"[0.05, 0.05, 0.05, 0.05]","[0, 0, 0, 0]",0.0,0,True
seed7_P_O0_resume,107,0.5674530863761902,0.90625,0.7844606041908264,0.46275418996810913,2.72773814201355,0.1363869160413742,"[0.05, 0.05, 0.05, 0.05]","[0, 0, 0, 0]",0.0,0,True
seed7_P_O0_resume,108,0.5386744141578674,0.875,0.8093811273574829,0.4644588530063629,2.8311164379119873,0.1415558159351349,"[0.05, 0.05, 0.05, 0.05]","[0, 0, 0, 0]",0.0,0,True
seed7_P_O0_resume,109,0.5351105332374573,0.96875,1.0427602529525757,0.7333129644393921,2.4908270835876465,0.12454135715961456,"[0.05, 0.05, 0.05, 0.05]","[0, 0, 0, 0]",0.0,0,True
seed7_P_O0_resume,110,0.49665337800979614,0.9375,0.7724925875663757,0.41583502292633057,2.9024245738983154,0.1451212465763092,"[0.05, 0.05, 0.05, 0.05]","[0, 0, 0, 0]",0.0,0,True
seed7_P_O0_resume,111,0.5355120301246643,0.8125,0.8159700036048889,0.4705328941345215,2.8768789768218994,0.14384394884109497,"[0.05, 0.05, 0.05, 0.05]","[0, 0, 0, 0]",0.0,0,True
seed7_P_O0_resume,112,0.5934856534004211,0.84375,0.7946727275848389,0.4831686317920685,2.6977028846740723,0.13488514721393585,"[0.05, 0.05, 0.05, 0.05]","[0, 0, 0, 0]",0.0,0,True
seed7_P_O0_resume,113,0.5203494429588318,0.96875,0.8352600932121277,0.5518211126327515,2.49130916595459,0.12456545233726501,"[0.05, 0.05, 0.05, 0.05]","[0, 0, 0, 0]",0.0,0,True
seed7_P_O0_resume,114,0.6458485722541809,0.75,0.8655017614364624,0.4786950945854187,3.0110087394714355,0.1505504548549652,"[0.05, 0.05, 0.05, 0.05]","[0, 0, 0, 0]",0.0,0,True
seed7_P_O0_resume,115,0.6215052008628845,0.625,0.9025205373764038,0.583085834980011,2.636802911758423,0.13184013962745667,"[0.05, 0.05, 0.05, 0.05]","[0, 0, 0, 0]",0.0,0,True
seed7_P_O0_resume,116,0.5989145636558533,0.8125,0.8196371793746948,0.47746768593788147,2.8452179431915283,0.14226090908050537,"[0.05, 0.05, 0.05, 0.05]","[0, 0, 0, 0]",0.0,0,True
seed7_P_O0_resume,117,0.6179915070533752,0.78125,0.8262689113616943,0.5113174319267273,2.684133529663086,0.13420668244361877,"[0.05, 0.05, 0.05, 0.05]","[0, 0, 0, 0]",0.0,0,True
seed7_P_O0_resume,118,0.5374364852905273,0.96875,0.9472140669822693,0.5980557203292847,2.776416540145874,0.1388208270072937,"[0.05, 0.05, 0.05, 0.05]","[0, 0, 0, 0]",0.0,0,True
seed7_P_O0_resume,119,0.5386656522750854,0.9375,0.7323074340820312,0.42480236291885376,2.6918468475341797,0.13459235429763794,"[0.05, 0.05, 0.05, 0.05]","[0, 0, 0, 0]",0.0,0,True
seed7_P_O0_resume,120,0.5013973116874695,0.78125,0.6760506629943848,0.387021541595459,2.632096529006958,0.13160482048988342,"[0.05, 0.05, 0.05, 0.05]","[0, 0, 0, 0]",0.0,0,True
seed7_P_O0_resume,121,0.5790606737136841,0.875,0.8354029655456543,0.4900544285774231,2.8512439727783203,0.14256218075752258,"[0.05, 0.05, 0.05, 0.05]","[0, 0, 0, 0]",0.0,0,True
seed7_P_O0_resume,122,0.578159511089325,0.71875,0.6989423036575317,0.40314656496047974,2.6787819862365723,0.13393911719322205,"[0.05, 0.05, 0.05, 0.05]","[0, 0, 0, 0]",0.0,0,True
seed7_P_O0_resume,123,0.5729349851608276,0.8125,0.7198769450187683,0.4261753261089325,2.655994415283203,0.13279971480369568,"[0.05, 0.05, 0.05, 0.05]","[0, 0, 0, 0]",0.0,0,True
seed7_P_O0_resume,124,0.6913659572601318,0.5625,0.8733239769935608,0.5275787115097046,2.777928352355957,0.13889643549919128,"[0.05, 0.05, 0.05, 0.05]","[0, 0, 0, 0]",0.0,0,True
seed7_P_O0_resume,125,0.6355400681495667,0.84375,0.8475387692451477,0.5004320740699768,2.837425708770752,0.14187128841876984,"[0.05, 0.05, 0.05, 0.05]","[0, 0, 0, 0]",0.0,0,True
seed7_P_O0_resume,126,0.5909578800201416,0.8125,0.858482837677002,0.6045901775360107,2.3601081371307373,0.1180054098367691,"[0.05, 0.05, 0.05, 0.05]","[0, 0, 0, 0]",0.0,0,True
seed7_P_O0_resume,127,0.5666387677192688,0.90625,0.7601684331893921,0.47614753246307373,2.568819522857666,0.1284409761428833,"[0.05, 0.05, 0.05, 0.05]","[0, 0, 0, 0]",0.0,0,True
seed7_P_O0_resume,128,0.6274524927139282,0.71875,0.7864792943000793,0.44008129835128784,2.875765562057495,0.14378827810287476,"[0.05, 0.05, 0.05, 0.05]","[0, 0, 0, 0]",0.0,0,True
seed7_P_O0_resume,129,0.6913866996765137,0.6875,0.7437389492988586,0.42889028787612915,2.711574077606201,0.1355787068605423,"[0.05, 0.05, 0.05, 0.05]","[0, 0, 0, 0]",0.0,0,True
seed7_P_O0_resume,130,0.523347795009613,0.84375,0.9181687831878662,0.5928249359130859,2.6467766761779785,0.13233882188796997,"[0.05, 0.05, 0.05, 0.05]","[0, 0, 0, 0]",0.0,0,True
