state_id,seed,branch,step,phase,regime,episode_seed,index,query_index,A0_nll,A0_accuracy,lambda_0_nll,lambda_0_accuracy,lambda_1_nll,lambda_1_accuracy,lambda_2_nll,lambda_2_accuracy,lambda_3_nll,lambda_3_accuracy,lambda_4_nll,lambda_4_accuracy,lambda_5_nll,lambda_5_accuracy,lambda_6_nll,lambda_6_accuracy,attention_entropy,effective_token_count
seed7_original_P,7,original_P,0,calibration,easy,4000700001,1,2,0.010505139827728271,1.0,0.010505139827728271,1.0,0.010051230899989605,1.0,0.009617660194635391,1.0,0.00880785658955574,1.0,0.006780710071325302,1.0,0.004428816959261894,1.0,0.002008327515795827,1.0,3.1505613327026367,23.349166870117188
seed7_original_P,7,original_P,0,calibration,easy,4000700001,1,3,0.00250680698081851,1.0,0.00250680698081851,1.0,0.0025972940493375063,1.0,0.002692171838134527,1.0,0.0028960451018065214,1.0,0.0036410484462976456,1.0,0.005512868519872427,1.0,0.014187425374984741,1.0,3.0479068756103516,21.07119369506836
seed7_original_P,7,original_P,0,calibration,easy,4000700001,1,4,0.004171361681073904,1.0,0.004171361681073904,1.0,0.004203176125884056,1.0,0.004235702101141214,1.0,0.004303124267607927,1.0,0.004526962526142597,1.0,0.004992756061255932,1.0,0.006534281652420759,1.0,2.9202842712402344,18.546558380126953
seed7_original_P,7,original_P,0,calibration,easy,4000700001,1,5,0.008958267979323864,1.0,0.008958267979323864,1.0,0.008874498307704926,1.0,0.0087989941239357,1.0,0.008673259057104588,1.0,0.008521740324795246,1.0,0.00923811737447977,1.0,0.017613191157579422,1.0,2.905956268310547,18.282718658447266
seed7_original_P,7,original_P,0,calibration,easy,4000700001,1,6,0.001982748508453369,1.0,0.001982748508453369,1.0,0.0020113016944378614,1.0,0.0020411626901477575,1.0,0.0021048076450824738,1.0,0.002330089919269085,1.0,0.0028435057029128075,1.0,0.004627827554941177,1.0,3.2777857780456543,26.516992568969727
seed7_original_P,7,original_P,0,calibration,easy,4000700001,1,7,0.008238262496888638,1.0,0.008238262496888638,1.0,0.008027196861803532,1.0,0.007822592742741108,1.0,0.007431955076754093,1.0,0.006395823787897825,1.0,0.005045182537287474,1.0,0.0033279056660830975,1.0,3.0520763397216797,21.15923309326172
seed7_original_P,7,original_P,0,calibration,easy,4000700002,2,0,0.000788139586802572,1.0,0.000788139586802572,1.0,0.0007585985003970563,1.0,0.000730128725990653,1.0,0.0006765222642570734,1.0,0.0005392765742726624,1.0,0.00037150635034777224,1.0,0.00017927470616996288,1.0,2.6337056159973145,13.925275802612305
seed7_original_P,7,original_P,0,calibration,easy,4000700002,2,1,0.0010201494442299008,1.0,0.0010201494442299008,1.0,0.0009909725049510598,1.0,0.0009626284008845687,1.0,0.0009084388730116189,1.0,0.0007634824141860008,1.0,0.0005721600609831512,1.0,0.0003225283289793879,1.0,2.7798690795898438,16.116910934448242
seed7_original_P,7,original_P,0,calibration,easy,4000700002,2,2,0.0009588173124939203,1.0,0.0009588173124939203,1.0,0.0009384519071318209,1.0,0.0009184433147311211,1.0,0.0008799732895568013,1.0,0.0007743220776319504,1.0,0.0006268443539738655,1.0,0.0004129749140702188,1.0,2.9406118392944336,18.92742347717285
seed7_original_P,7,original_P,0,calibration,easy,4000700002,2,3,0.0010811204556375742,1.0,0.0010811204556375742,1.0,0.0010665925219655037,1.0,0.0010523025412112474,1.0,0.0010244365548714995,1.0,0.000945240433793515,1.0,0.0008272086852230132,1.0,0.0006347072194330394,1.0,3.0070018768310547,20.226667404174805
seed7_original_P,7,original_P,0,calibration,easy,4000700002,2,4,0.0010181248653680086,1.0,0.0010181248653680086,1.0,0.0009925207123160362,1.0,0.0009676303598098457,1.0,0.0009198724874295294,1.0,0.0007904027588665485,1.0,0.0006149308173917234,1.0,0.00037353215157054365,1.0,2.8721890449523926,17.675668716430664
seed7_original_P,7,original_P,0,calibration,easy,4000700002,2,5,0.0023438858333975077,1.0,0.0023438858333975077,1.0,0.002292030956596136,1.0,0.0022413628175854683,1.0,0.002143468242138624,1.0,0.001875072019174695,1.0,0.001501148217357695,1.0,0.0009633429581299424,1.0,2.855193614959717,17.3778018951416
seed7_original_P,7,original_P,0,calibration,easy,4000700002,2,6,0.0010600429959595203,1.0,0.0010600429959595203,1.0,0.001029557315632701,1.0,0.0010000233305618167,1.0,0.0009436921682208776,1.0,0.0007937379996292293,1.0,0.0005969410995021462,1.0,0.0003407612966839224,1.0,2.8057937622070312,16.540199279785156
seed7_original_P,7,original_P,0,calibration,easy,4000700002,2,7,0.0029798413161188364,1.0,0.0029798413161188364,1.0,0.002926830668002367,1.0,0.0028746493626385927,1.0,0.0027730127330869436,1.0,0.002489326987415552,1.0,0.002079587895423174,1.0,0.0014513921923935413,1.0,2.8953375816345215,18.08960723876953
seed7_original_P,7,original_P,0,calibration,easy,4000700003,3,0,0.004897621460258961,1.0,0.004897621460258961,1.0,0.0046306755393743515,1.0,0.004380274564027786,1.0,0.003924170508980751,1.0,0.0028489737305790186,1.0,0.0017241863533854485,1.0,0.0006983225466683507,1.0,2.8954250812530518,18.091188430786133
seed7_original_P,7,original_P,0,calibration,easy,4000700003,3,1,0.0024506794288754463,1.0,0.0024506794288754463,1.0,0.0022807319182902575,1.0,0.0021228890400379896,1.0,0.0018403275171294808,1.0,0.0012055517872795463,1.0,0.0006084974738769233,1.0,0.0001716466504149139,1.0,2.850034236907959,17.288373947143555
seed7_original_P,7,original_P,0,calibration,easy,4000700003,3,2,0.0007071378640830517,1.0,0.0007071378640830517,1.0,0.0006653240998275578,1.0,0.0006275591440498829,1.0,0.0005617947317659855,1.0,0.0004266782198101282,1.0,0.0003225283289793879,1.0,0.0002810560108628124,1.0,2.5328221321105957,12.588984489440918
seed7_original_P,7,original_P,0,calibration,easy,4000700003,3,3,0.00042655906872823834,1.0,0.00042655906872823834,1.0,0.00041571559268049896,1.0,0.0004058252670802176,1.0,0.00038926175329834223,1.0,0.0003587556129787117,1.0,0.00034505134681239724,1.0,0.00037102968781255186,1.0,2.611626625061035,13.62118911743164
seed7_original_P,7,original_P,0,calibration,easy,4000700003,3,4,0.0007524043321609497,1.0,0.0007524043321609497,1.0,0.0007057083421386778,1.0,0.000662822334561497,1.0,0.0005874100024811924,1.0,0.00042441420373506844,1.0,0.0002873722987715155,1.0,0.00022265815641731024,1.0,2.6286752223968506,13.855401992797852
seed7_original_P,7,original_P,0,calibration,easy,4000700003,3,5,0.003317212453112006,1.0,0.003317212453112006,1.0,0.003168920986354351,1.0,0.0030277385376393795,1.0,0.0027650478295981884,1.0,0.002114919014275074,1.0,0.0013774678809568286,1.0,0.0006548406090587378,1.0,2.8011889457702637,16.464210510253906
seed7_original_P,7,original_P,0,calibration,easy,4000700003,3,6,0.00042381841922178864,1.0,0.00042381841922178864,1.0,0.0004103533865418285,1.0,0.0003983181086368859,1.0,0.0003778220561798662,1.0,0.00033885458833537996,1.0,0.00031931069679558277,1.0,0.0003499372396618128,1.0,2.5669422149658203,13.025933265686035
seed7_original_P,7,original_P,0,calibration,easy,4000700003,3,7,0.002512038918212056,1.0,0.002512038918212056,1.0,0.0023712394759058952,1.0,0.0022392217069864273,1.0,0.001999404514208436,1.0,0.0014379409840330482,1.0,0.0008575814426876605,1.0,0.00033885458833537996,1.0,2.873905658721924,17.706037521362305
seed7_original_P,7,original_P,0,calibration,easy,4000700004,4,0,0.0017128810286521912,1.0,0.0017128810286521912,1.0,0.0016990762669593096,1.0,0.0016853903653100133,1.0,0.0016583750257268548,1.0,0.001580062322318554,1.0,0.0014586533652618527,1.0,0.0012448427733033895,1.0,2.8999385833740234,18.17302894592285
seed7_original_P,7,original_P,0,calibration,easy,4000700004,4,1,0.002283824374899268,1.0,0.002283824374899268,1.0,0.0021856960374861956,1.0,0.0020929116290062666,1.0,0.0019221893744543195,1.0,0.0015099564334377646,1.0,0.0010559941874817014,1.0,0.0005952732171863317,1.0,3.002490997314453,20.13563346862793
seed7_original_P,7,original_P,0,calibration,easy,4000700004,4,2,0.0051255966536700726,1.0,0.0051255966536700726,1.0,0.004894299898296595,1.0,0.0046735103242099285,1.0,0.004261698108166456,1.0,0.00323320715688169,1.0,0.0020443748217076063,1.0,0.0008236353169195354,1.0,3.104513168334961,22.29836082458496
seed7_original_P,7,original_P,0,calibration,easy,4000700004,4,3,0.003930345177650452,1.0,0.003930345177650452,1.0,0.0037659930530935526,1.0,0.0036087408661842346,1.0,0.0033144797198474407,1.0,0.0025723245926201344,1.0,0.0016945539973676205,1.0,0.0007456144667230546,1.0,3.0906169414520264,21.99064064025879
seed7_original_P,7,original_P,0,calibration,easy,4000700004,4,4,0.009431449696421623,1.0,0.009431449696421623,1.0,0.008914670906960964,1.0,0.008426113985478878,1.0,0.007528149988502264,1.0,0.005369882099330425,1.0,0.003061015624552965,1.0,0.0009991897968575358,1.0,3.1153860092163086,22.542129516601562
seed7_original_P,7,original_P,0,calibration,easy,4000700004,4,5,0.0029693818651139736,1.0,0.0029693818651139736,1.0,0.0030057511758059263,1.0,0.0030429509934037924,1.0,0.00312067405320704,1.0,0.0033786376006901264,1.0,0.0038916345220059156,1.0,0.005255098920315504,1.0,3.0532755851745605,21.18462371826172
seed7_original_P,7,original_P,0,calibration,easy,4000700004,4,6,0.003228810615837574,1.0,0.003228810615837574,1.0,0.0030288081616163254,1.0,0.002841722685843706,1.0,0.002502645133063197,1.0,0.0017158561386168003,1.0,0.0009268993744626641,1.0,0.0002843929105438292,1.0,3.0598535537719727,21.324434280395508
seed7_original_P,7,original_P,0,calibration,easy,4000700004,4,7,0.005131051875650883,1.0,0.005131051875650883,1.0,0.005194263532757759,1.0,0.005258538294583559,1.0,0.005389209371060133,1.0,0.005802098195999861,1.0,0.006564125884324312,1.0,0.00841051060706377,1.0,3.1059532165527344,22.330493927001953
seed7_original_P,7,original_P,0,calibration,easy,4000700005,5,0,0.004779936745762825,1.0,0.004779936745762825,1.0,0.004735445603728294,1.0,0.004692138638347387,1.0,0.004609435331076384,1.0,0.004385853186249733,1.0,0.004073418211191893,1.0,0.0035835590679198503,1.0,2.8211381435394287,16.795955657958984
seed7_original_P,7,original_P,0,calibration,easy,4000700005,5,1,0.008100158534944057,1.0,0.008100158534944057,1.0,0.007761795073747635,1.0,0.007438581436872482,1.0,0.006835174281150103,1.0,0.005319962743669748,1.0,0.0035355696454644203,1.0,0.0016001766780391335,1.0,2.9634552001953125,19.364765167236328
seed7_original_P,7,original_P,0,calibration,easy,4000700005,5,2,0.008971027098596096,1.0,0.008971027098596096,1.0,0.008462758734822273,1.0,0.007984505966305733,1.0,0.0071111200377345085,1.0,0.0050423359498381615,1.0,0.002876432379707694,1.0,0.0009703694959171116,1.0,2.7313547134399414,15.35367202758789
seed7_original_P,7,original_P,0,calibration,easy,4000700005,5,3,0.013621711172163486,1.0,0.013621711172163486,1.0,0.013694265857338905,1.0,0.01376916654407978,1.0,0.013924711383879185,1.0,0.01443491317331791,1.0,0.015408285893499851,1.0,0.017740383744239807,1.0,2.8099560737609863,16.609188079833984
seed7_original_P,7,original_P,0,calibration,easy,4000700005,5,4,0.016078807413578033,1.0,0.016078807413578033,1.0,0.015218454413115978,1.0,0.014409532770514488,1.0,0.012933652848005295,1.0,0.00943818036466837,1.0,0.005748051684349775,1.0,0.0023363931104540825,1.0,2.7995762825012207,16.437679290771484
seed7_original_P,7,original_P,0,calibration,easy,4000700005,5,5,0.01744474656879902,1.0,0.01744474656879902,1.0,0.016527410596609116,1.0,0.015677064657211304,1.0,0.014153811149299145,1.0,0.010678648948669434,1.0,0.007123903371393681,1.0,0.0036284581292420626,1.0,2.3850185871124268,10.859264373779297
seed7_original_P,7,original_P,0,calibration,easy,4000700005,5,6,0.011039371602237225,1.0,0.011039371602237225,1.0,0.010468806140124798,1.0,0.009928131476044655,1.0,0.008930503390729427,1.0,0.006506804842501879,1.0,0.0038514973130077124,1.0,0.0013625870924443007,1.0,2.8312530517578125,16.966707229614258
seed7_original_P,7,original_P,0,calibration,easy,4000700005,5,7,0.017693888396024704,1.0,0.017693888396024704,1.0,0.01686856523156166,1.0,0.016081741079688072,1.0,0.014616787433624268,1.0,0.010975939221680164,1.0,0.006811968050897121,1.0,0.002628207439556718,1.0,2.8103716373443604,16.616092681884766
seed7_original_P,7,original_P,0,calibration,easy,4000700006,6,0,0.017471807077527046,1.0,0.017471807077527046,1.0,0.017849761992692947,1.0,0.01823740452528,1.0,0.01904253661632538,1.0,0.02172248810529709,1.0,0.027259908616542816,1.0,0.04445422813296318,1.0,2.826063632965088,16.878889083862305
seed7_original_P,7,original_P,0,calibration,easy,4000700006,6,1,0.014053432270884514,1.0,0.014053432270884514,1.0,0.01446499302983284,1.0,0.014889302663505077,1.0,0.015778925269842148,1.0,0.018811160698533058,1.0,0.025380859151482582,1.0,0.04777314513921738,1.0,2.9397215843200684,18.910579681396484
seed7_original_P,7,original_P,0,calibration,easy,4000700006,6,2,0.0016248131869360805,1.0,0.0016248131869360805,1.0,0.001609936123713851,1.0,0.001595177804119885,1.0,0.0015667318366467953,1.0,0.001488054753281176,1.0,0.0013821106404066086,1.0,0.0013080621138215065,1.0,2.423366069793701,11.283777236938477
seed7_original_P,7,original_P,0,calibration,easy,4000700006,6,3,0.003164999419823289,1.0,0.003164999419823289,1.0,0.0031134248711168766,1.0,0.0030626794323325157,1.0,0.0029645089525729418,1.0,0.002693003974854946,1.0,0.0023142718710005283,1.0,0.001834853901527822,1.0,2.5026752948760986,12.215129852294922
seed7_original_P,7,original_P,0,calibration,easy,4000700006,6,4,0.03160037472844124,1.0,0.03160037472844124,1.0,0.03226313367486,1.0,0.03294667601585388,1.0,0.03437905013561249,1.0,0.03925827145576477,1.0,0.04981547221541405,1.0,0.08525698632001877,1.0,2.7390382289886475,15.472097396850586
seed7_original_P,7,original_P,0,calibration,easy,4000700006,6,5,0.002165950369089842,1.0,0.002165950369089842,1.0,0.0021416840609163046,1.0,0.0021182496566325426,1.0,0.002073521027341485,1.0,0.001957882894203067,1.0,0.0018431833013892174,1.0,0.0021604786161333323,1.0,2.27128267288208,9.691823959350586
seed7_original_P,7,original_P,0,calibration,easy,4000700006,6,6,0.007378114853054285,1.0,0.007378114853054285,1.0,0.0072242701426148415,1.0,0.007074544671922922,1.0,0.006787458900362253,1.0,0.006022876128554344,1.0,0.005063922610133886,1.0,0.004587364383041859,1.0,2.097604751586914,8.14663314819336
seed7_original_P,7,original_P,0,calibration,easy,4000700006,6,7,0.0025844527408480644,1.0,0.0025844527408480644,1.0,0.0025566292461007833,1.0,0.0025290430057793856,1.0,0.002475176239386201,1.0,0.0023240242153406143,1.0,0.002107305685058236,1.0,0.0018424693262204528,1.0,2.4763693809509277,11.897989273071289
seed7_original_P,7,original_P,0,calibration,easy,4000700007,7,0,0.0017515569925308228,1.0,0.0017515569925308228,1.0,0.001682177186012268,1.0,0.0016169581795111299,1.0,0.0014978153631091118,1.0,0.001211862312629819,1.0,0.0008892634068615735,1.0,0.0005204515182413161,1.0,2.8708815574645996,17.652572631835938
seed7_original_P,7,original_P,0,calibration,easy,4000700007,7,1,0.05285663902759552,1.0,0.05285663902759552,1.0,0.049628887325525284,1.0,0.04659641906619072,1.0,0.041072435677051544,1.0,0.028121212497353554,1.0,0.014982199296355247,1.0,0.004339207895100117,1.0,2.8142266273498535,16.68027114868164
seed7_original_P,7,original_P,0,calibration,easy,4000700007,7,2,0.14381273090839386,1.0,0.14381273090839386,1.0,0.13650968670845032,1.0,0.1295544058084488,1.0,0.11663022637367249,1.0,0.08479470759630203,1.0,0.04941265285015106,1.0,0.01648414134979248,1.0,2.6499862670898438,14.153843879699707
seed7_original_P,7,original_P,0,calibration,easy,4000700007,7,3,0.05225751921534538,1.0,0.05225751921534538,1.0,0.05134938657283783,1.0,0.050477493554353714,1.0,0.048830874264240265,1.0,0.04451112821698189,1.0,0.03868810459971428,1.0,0.029827943071722984,1.0,2.862036943435669,17.49713134765625
seed7_original_P,7,original_P,0,calibration,easy,4000700007,7,4,0.0022198338992893696,1.0,0.0022198338992893696,1.0,0.002142754616215825,1.0,0.0020690003875643015,1.0,0.0019307559123262763,1.0,0.0015793481143191457,1.0,0.001149470335803926,1.0,0.0006325627909973264,1.0,2.9074153900146484,18.30941390991211
seed7_original_P,7,original_P,0,calibration,easy,4000700007,7,5,0.020797627046704292,1.0,0.020797627046704292,1.0,0.020266950130462646,1.0,0.01975211873650551,1.0,0.01876775734126568,1.0,0.016135817393660545,1.0,0.012613048776984215,1.0,0.0077918400056660175,1.0,2.9623794555664062,19.343944549560547
seed7_original_P,7,original_P,0,calibration,easy,4000700007,7,6,0.003663853043690324,1.0,0.003663853043690324,1.0,0.0035672858357429504,1.0,0.003474510507658124,1.0,0.0032998654060065746,1.0,0.002846596296876669,1.0,0.0022631289903074503,1.0,0.0014766276581212878,1.0,2.9303696155548096,18.734554290771484
seed7_original_P,7,original_P,0,calibration,easy,4000700007,7,7,0.0032785970252007246,1.0,0.0032785970252007246,1.0,0.0031693964265286922,1.0,0.0030667202081531286,1.0,0.0028794039972126484,1.0,0.0024290361907333136,1.0,0.0019152885070070624,1.0,0.0012947280192747712,1.0,2.896498203277588,18.110612869262695
seed7_original_P,7,original_P,0,calibration,easy,4000700008,8,0,0.010897763073444366,1.0,0.010897763073444366,1.0,0.01012428104877472,1.0,0.00940641388297081,1.0,0.008122270926833153,1.0,0.005245374981313944,1.0,0.002570303389802575,1.0,0.0006885541952215135,1.0,2.7176246643066406,15.144307136535645
seed7_original_P,7,original_P,0,calibration,easy,4000700008,8,1,0.0029413315933197737,1.0,0.0029413315933197737,1.0,0.0027518521528691053,1.0,0.002576724160462618,1.0,0.0022650319151580334,1.0,0.0015713736647740006,1.0,0.000916537712328136,1.0,0.00038771264371462166,1.0,2.72212290763855,15.2125825881958
seed7_original_P,7,original_P,0,calibration,easy,4000700008,8,2,0.0025826692581176758,1.0,0.0025826692581176758,1.0,0.002401327481493354,1.0,0.002233869396150112,1.0,0.001936228945851326,1.0,0.001279250718653202,1.0,0.0006785474251955748,1.0,0.0002474478678777814,1.0,2.7913684844970703,16.303316116333008
seed7_original_P,7,original_P,0,calibration,easy,4000700008,8,3,0.0023563734721392393,1.0,0.0023563734721392393,1.0,0.0021755853667855263,1.0,0.002009992953389883,1.0,0.0017193072708323598,1.0,0.0010968389688059688,1.0,0.0005601267330348492,1.0,0.00020489977032411844,1.0,2.855336904525757,17.380292892456055
seed7_original_P,7,original_P,0,calibration,easy,4000700008,8,4,0.0037725248839706182,1.0,0.0037725248839706182,1.0,0.0035303430631756783,1.0,0.0033054498489946127,1.0,0.0029018695931881666,1.0,0.001987983239814639,1.0,0.001105769770219922,1.0,0.00040749352774582803,1.0,2.8153018951416016,16.69821548461914
seed7_original_P,7,original_P,0,calibration,easy,4000700008,8,5,0.009691568091511726,1.0,0.009691568091511726,1.0,0.009000563062727451,1.0,0.008359678089618683,1.0,0.00721373688429594,1.0,0.004649542272090912,1.0,0.002270027529448271,1.0,0.0005999195855110884,1.0,2.6128649711608887,13.638068199157715
seed7_original_P,7,original_P,0,calibration,easy,4000700008,8,6,0.10716159641742706,1.0,0.10716159641742706,1.0,0.09862273931503296,1.0,0.09073566645383835,1.0,0.07673842459917068,1.0,0.04618341848254204,1.0,0.01963944174349308,1.0,0.0035984069108963013,1.0,2.5898685455322266,13.328019142150879
seed7_original_P,7,original_P,0,calibration,easy,4000700008,8,7,0.016759665682911873,1.0,0.016759665682911873,1.0,0.015586815774440765,1.0,0.014496129006147385,1.0,0.012538296170532703,1.0,0.008117067627608776,1.0,0.0039476812817156315,1.0,0.0009685831028036773,1.0,2.691772937774658,14.757817268371582
seed7_original_P,7,original_P,0,calibration,easy,4000700009,9,0,0.005904019810259342,1.0,0.005904019810259342,1.0,0.005929735954850912,1.0,0.005963034927845001,1.0,0.006051432341337204,1.0,0.0064814588986337185,1.0,0.007706671487540007,1.0,0.01208825409412384,1.0,3.132537841796875,22.932104110717773
seed7_original_P,7,original_P,0,calibration,easy,4000700009,9,1,0.008944208733737469,1.0,0.008944208733737469,1.0,0.008767915889620781,1.0,0.008596320636570454,1.0,0.008266755379736423,1.0,0.007386398036032915,1.0,0.006272628903388977,1.0,0.005535037722438574,1.0,1.9743478298187256,7.201920986175537
seed7_original_P,7,original_P,0,calibration,easy,4000700009,9,2,0.006241235416382551,1.0,0.006241235416382551,1.0,0.006116718519479036,1.0,0.005996569991111755,1.0,0.005768912378698587,1.0,0.00518121849745512,1.0,0.004487088415771723,1.0,0.004019278567284346,1.0,2.5424509048461914,12.710785865783691
seed7_original_P,7,original_P,0,calibration,easy,4000700009,9,3,0.00776948407292366,1.0,0.00776948407292366,1.0,0.008080175146460533,1.0,0.008405545726418495,1.0,0.00910263229161501,1.0,0.011613382957875729,1.0,0.017595620825886726,1.0,0.0408422127366066,1.0,3.0903067588806152,21.98381996154785
seed7_original_P,7,original_P,0,calibration,easy,4000700009,9,4,0.0035145438741892576,1.0,0.0035145438741892576,1.0,0.0033892113715410233,1.0,0.003269210224971175,1.0,0.003044258337467909,1.0,0.0024752949830144644,1.0,0.0018005840247496963,1.0,0.0010755236726254225,1.0,2.769146203994751,15.945014953613281
seed7_original_P,7,original_P,0,calibration,easy,4000700009,9,5,0.004255050793290138,1.0,0.004255050793290138,1.0,0.004331611096858978,1.0,0.004414218943566084,1.0,0.004596501123160124,1.0,0.005287946667522192,1.0,0.006969545967876911,1.0,0.012991901487112045,1.0,3.186110258102417,24.194133758544922
seed7_original_P,7,original_P,0,calibration,easy,4000700009,9,6,0.0058169132098555565,1.0,0.0058169132098555565,1.0,0.00574722234159708,1.0,0.005680963862687349,1.0,0.005558273755013943,1.0,0.005268143489956856,1.0,0.005043521989136934,1.0,0.005668873433023691,1.0,2.4639153480529785,11.750730514526367
seed7_original_P,7,original_P,0,calibration,easy,4000700009,9,7,0.0038953155744820833,1.0,0.0038953155744820833,1.0,0.0039061212446540594,1.0,0.003922508098185062,1.0,0.00397095363587141,1.0,0.004234395921230316,1.0,0.0050359307788312435,1.0,0.008011823520064354,1.0,3.139556884765625,23.093631744384766
seed7_original_P,7,original_P,0,calibration,easy,4000700010,10,0,0.05028105154633522,1.0,0.05028105154633522,1.0,0.048336680978536606,1.0,0.046474553644657135,1.0,0.04298221319913864,1.0,0.03413552790880203,1.0,0.023587694391608238,1.0,0.01196658331900835,1.0,2.87485671043396,17.722885131835938
seed7_original_P,7,original_P,0,calibration,easy,4000700010,10,1,0.13913416862487793,1.0,0.13913416862487793,1.0,0.13986143469810486,1.0,0.14059261977672577,1.0,0.1420670449733734,1.0,0.14658710360527039,1.0,0.15444844961166382,1.0,0.17144662141799927,1.0,3.1947412490844727,24.403858184814453
seed7_original_P,7,original_P,0,calibration,easy,4000700010,10,2,0.05143171176314354,1.0,0.05143171176314354,1.0,0.05173524096608162,1.0,0.05204049125313759,1.0,0.05265648290514946,1.0,0.054548006504774094,1.0,0.05785074830055237,1.0,0.06505855917930603,1.0,3.001494884490967,20.115585327148438
seed7_original_P,7,original_P,0,calibration,easy,4000700010,10,3,0.05217107757925987,1.0,0.05217107757925987,1.0,0.05257086455821991,1.0,0.052974116057157516,1.0,0.0537908561527729,1.0,0.05632362514734268,1.0,0.06083362177014351,1.0,0.07103108614683151,1.0,3.053976535797119,21.19947624206543
seed7_original_P,7,original_P,0,calibration,easy,4000700010,10,4,0.059339139610528946,1.0,0.059339139610528946,1.0,0.0570257194340229,1.0,0.054813582450151443,1.0,0.05067502707242966,1.0,0.04025588557124138,1.0,0.027968555688858032,1.0,0.01460092794150114,1.0,2.938805103302002,18.89325714111328
seed7_original_P,7,original_P,0,calibration,easy,4000700010,10,5,0.04569599777460098,1.0,0.04569599777460098,1.0,0.0445331335067749,1.0,0.043399617075920105,1.0,0.0412173867225647,1.0,0.035303521901369095,1.0,0.02726895734667778,1.0,0.016300495713949203,1.0,2.982666015625,19.740375518798828
seed7_original_P,7,original_P,0,calibration,easy,4000700010,10,6,0.0615449994802475,1.0,0.061544887721538544,1.0,0.061799306422472,1.0,0.06205500662326813,1.0,0.06257002055644989,1.0,0.06414633244276047,1.0,0.06687762588262558,1.0,0.07274234294891357,1.0,3.0723094940185547,21.591711044311523
