method,regime,metric,mean_seed_means,std_seed_means,pooled_count,p05,median,p95
P,easy,eta.0.0.query_nll_delta,0.0,0.0,2400,0.0,0.0,0.0
P,easy,eta.0.0.episode_nll_improves,0.0,0.0,300,0.0,0.0,0.0
P,easy,eta.0.0.query_nll_improves_fraction,0.0,0.0,300,0.0,0.0,0.0
P,easy,eta.0.01.accuracy,0.7779166666666667,0.10587679553770661,300,0.25,0.875,1.0
P,easy,eta.0.01.nll,0.5474711181518311,0.22268496413284672,300,0.030251667834818363,0.34163254499435425,1.7640539288520816
P,easy,eta.0.01.margin,0.20290101860494664,0.01460707557351171,300,-0.08743017986416816,0.21890778839588165,0.459360720217228
P,easy,eta.0.01.query_nll,0.5474711200043142,0.2226849680995967,2400,0.004608237138018012,0.1435736045241356,2.532585835456848
P,easy,eta.0.01.update_norm,0.03585604751904806,0.004781310830403909,300,0.028440859079360965,0.036502305269241336,0.04293320202827454
P,easy,eta.0.01.accuracy_delta,0.0020833333333333333,0.007637626158259734,300,-0.125,0.0,0.125
P,easy,eta.0.01.nll_delta,-0.008448356284449498,0.016714540828229103,300,-0.10074721425771713,-0.0002744421362876892,0.07660370767116549
P,easy,eta.0.01.margin_delta,-0.00428702062771966,0.010099233233544426,300,-0.03236837461590767,-0.004086188971996307,0.021181976608932018
P,easy,eta.0.01.query_nll_delta,-0.008448355259897653,0.016714545222021704,2400,-0.14804107546806336,0.0007995765190571547,0.10180508941411953
P,easy,eta.0.01.episode_nll_improves,0.5133333333333334,0.17559422921421233,300,0.0,1.0,1.0
P,easy,eta.0.01.query_nll_improves_fraction,0.4116666666666667,0.15188571635717868,300,0.0,0.375,1.0
P,easy,eta.0.025.accuracy,0.77625,0.12152031723131737,300,0.25,0.875,1.0
P,easy,eta.0.025.nll,0.5484673419889683,0.23862008648508845,300,0.036688807606697085,0.354724258184433,1.6966874539852144
P,easy,eta.0.025.margin,0.19063832006572434,0.024736162852956503,300,-0.08009817413985729,0.2047429010272026,0.4322250202298165
P,easy,eta.0.025.query_nll,0.548467342309062,0.2386200871707702,2400,0.005556554603390396,0.1636500358581543,2.4193895578384392
P,easy,eta.0.025.update_norm,0.08964011879762014,0.011953277076009777,300,0.07110214769840241,0.09125576317310334,0.10733300507068634
P,easy,eta.0.025.accuracy_delta,0.0004166666666666665,0.026731691553909066,300,-0.125,0.0,0.125
P,easy,eta.0.025.nll_delta,-0.007452132447312274,0.03866078978421424,300,-0.20931854546070097,0.004062500083819032,0.20146525204181684
P,easy,eta.0.025.margin_delta,-0.01654971916694194,0.025022711021370374,300,-0.09514166750013828,-0.015037063509225845,0.04394337087869645
P,easy,eta.0.025.query_nll_delta,-0.007452132955149863,0.038660789156877304,2400,-0.3568037271499634,0.004111179616302252,0.2806517004966736
P,easy,eta.0.025.episode_nll_improves,0.4666666666666667,0.15011106998930268,300,0.0,0.0,1.0
P,easy,eta.0.025.query_nll_improves_fraction,0.36791666666666667,0.13537755845535604,300,0.0,0.375,1.0
P,easy,eta.0.05.accuracy,0.74875,0.1565047922588954,300,0.125,0.875,1.0
P,easy,eta.0.05.nll,0.586114249896879,0.2685930708770659,300,0.06964002698659896,0.37149131298065186,1.7526729941368104
P,easy,eta.0.05.margin,0.16220756214732926,0.04288813148222875,300,-0.09367424771189688,0.18337126821279526,0.38891845196485525
P,easy,eta.0.05.query_nll,0.5861142489482396,0.26859307123918186,2400,0.008295052777975797,0.22467825561761856,2.375582337379454
P,easy,eta.0.05.update_norm,0.17928023759524028,0.023906554152019553,300,0.14220429539680482,0.18251152634620668,0.21466601014137268
P,easy,eta.0.05.accuracy_delta,-0.027083333333333334,0.07357323449008704,300,-0.375,0.0,0.25
P,easy,eta.0.05.nll_delta,0.030194775460598372,0.08311289658521999,300,-0.3620945483446121,0.028475621715188026,0.45033098459243787
P,easy,eta.0.05.margin_delta,-0.04498047708533705,0.0452207685249651,300,-0.1922855334356427,-0.03925090283155441,0.06787171997129919
P,easy,eta.0.05.query_nll_delta,0.030194773684027797,0.08311289724535638,2400,-0.6283629268407822,0.017095486749894917,0.6286288797855364
P,easy,eta.0.05.episode_nll_improves,0.39333333333333337,0.146401275039985,300,0.0,0.0,1.0
P,easy,eta.0.05.query_nll_improves_fraction,0.3175,0.10515613391524052,300,0.0,0.25,0.875
P,easy,eta.0.1.accuracy,0.6879166666666666,0.20865017573281197,300,0.0,0.875,1.0
P,easy,eta.0.1.nll,0.728846357371658,0.3418131730360707,300,0.12799129895865918,0.47932063043117523,1.9270603537559512
P,easy,eta.0.1.margin,0.10824666153018674,0.060868040151013075,300,-0.15268737077713013,0.13649268448352814,0.3024461373686791
P,easy,eta.0.1.query_nll,0.7288463576696813,0.3418131738089676,2400,0.018902914226055147,0.3790915906429291,2.525780367851255
P,easy,eta.0.1.update_norm,0.35856047519048057,0.047813108304039106,300,0.28440859079360964,0.36502305269241336,0.42933202028274536
P,easy,eta.0.1.accuracy_delta,-0.08791666666666667,0.1372118192188025,300,-0.625,0.0,0.375
P,easy,eta.0.1.nll_delta,0.17292688293537747,0.1782077894332366,300,-0.502349479496479,0.12547660991549492,0.9922148682177077
P,easy,eta.0.1.margin_delta,-0.09894137770247956,0.06374653614930767,300,-0.3240747176110744,-0.08870416134595871,0.09011767804622654
P,easy,eta.0.1.query_nll_delta,0.17292688240546947,0.17820779060535183,2400,-0.9228938221931458,0.07395483925938606,1.438991764793172
P,easy,eta.0.1.episode_nll_improves,0.26,0.14177446878757824,300,0.0,0.0,1.0
P,easy,eta.0.1.query_nll_improves_fraction,0.2683333333333333,0.0761406319472943,300,0.0,0.25,0.75
P,easy,inner_loss_before,1.0548466702302297,0.2614969848724516,300,0.6914496123790741,1.1394737362861633,1.316048926115036
P,easy,decomposition.groups.foreground.cosine,0.04649633947371815,0.08436700088686591,300,-0.25658583641052246,0.049644991755485535,0.3447172284126283
P,easy,decomposition.groups.foreground.dot,1.9260034067897747,3.363876845770589,300,-10.026693487167359,1.0843042731285095,16.371434020996098
P,easy,decomposition.groups.foreground.gradient_norm,3.784103326002757,0.5018659970131357,300,2.8447388768196107,3.761531710624695,4.783080744743347
P,easy,decomposition.groups.foreground.task_gradient_norm,10.362002965112527,2.7680815651453425,300,0.6241953343153,8.114083290100098,27.248895549774172
P,easy,decomposition.groups.foreground.token_count,16,0.0,300,16.0,16.0,16.0
P,easy,decomposition.groups.foreground.token_weight,0.5,0.0,300,0.5,0.5,0.5
P,easy,decomposition.groups.foreground.weighted_gradient_norm,1.8920516630013784,0.25093299850656786,300,1.4223694384098053,1.8807658553123474,2.3915403723716735
P,easy,decomposition.groups.foreground.weighted_task_dot,0.9630017033948873,1.6819384228852945,300,-5.013346743583679,0.5421521365642548,8.185717010498049
P,easy,decomposition.groups.foreground.all_gradient_projection_fraction,0.5166242815057437,0.008181485145477178,300,0.46150126606225966,0.5182106196880341,0.5677864164113998
P,easy,decomposition.groups.distractor.cosine,-0.03576242915121839,0.034876139470711325,300,-0.31402776688337325,-0.03877442702651024,0.23745150044560442
P,easy,decomposition.groups.distractor.dot,0.17061937804023425,0.6061822225076566,300,-11.297271633148194,-0.45081543922424316,11.84294605255128
P,easy,decomposition.groups.distractor.gradient_norm,3.673304804166158,0.5133591989425464,300,2.8931034564971925,3.6927402019500732,4.455582642555237
P,easy,decomposition.groups.distractor.task_gradient_norm,10.362002965112527,2.7680815651453425,300,0.6241953343153,8.114083290100098,27.248895549774172
P,easy,decomposition.groups.distractor.token_count,8,0.0,300,8.0,8.0,8.0
P,easy,decomposition.groups.distractor.token_weight,0.25,0.0,300,0.25,0.25,0.25
P,easy,decomposition.groups.distractor.weighted_gradient_norm,0.9183262010415395,0.1283397997356366,300,0.7232758641242981,0.9231850504875183,1.1138956606388093
P,easy,decomposition.groups.distractor.weighted_task_dot,0.04265484451005856,0.15154555562691416,300,-2.8243179082870484,-0.11270385980606079,2.96073651313782
P,easy,decomposition.groups.distractor.all_gradient_projection_fraction,0.24822096397479373,0.006340329248198842,300,0.2114971287548542,0.2473808228969574,0.282804873585701
P,easy,decomposition.groups.background.cosine,-0.009937492368432383,0.03690322264842156,300,-0.24815564304590226,-0.010390594601631165,0.2289961427450181
P,easy,decomposition.groups.background.dot,0.7255488737983008,0.13980576832356745,300,-9.330769205093384,-0.10267690941691399,13.789888238906862
P,easy,decomposition.groups.background.gradient_norm,3.5054840445518494,0.3624822185954045,300,2.8983727931976317,3.532473087310791,4.059700179100036
P,easy,decomposition.groups.background.task_gradient_norm,10.362002965112527,2.7680815651453425,300,0.6241953343153,8.114083290100098,27.248895549774172
P,easy,decomposition.groups.background.token_count,8,0.0,300,8.0,8.0,8.0
P,easy,decomposition.groups.background.token_weight,0.25,0.0,300,0.25,0.25,0.25
P,easy,decomposition.groups.background.weighted_gradient_norm,0.8763710111379623,0.09062055464885113,300,0.7245931982994079,0.8831182718276978,1.014925044775009
P,easy,decomposition.groups.background.weighted_task_dot,0.1813872184495752,0.03495144208089186,300,-2.332692301273346,-0.025669227354228497,3.4474720597267154
P,easy,decomposition.groups.background.all_gradient_projection_fraction,0.23515476658940315,0.014343009340659662,300,0.19807413071393967,0.23331907391548157,0.2735761523246765
P,easy,decomposition.groups.foreground_exact_text.cosine,0.3172695594001561,0.016703446938431496,300,-0.11424033790826796,0.34426149725914,0.6645274639129639
P,easy,decomposition.groups.foreground_exact_text.dot,10.68595032490169,1.9453044234292334,300,-1.756135457754135,5.793707847595215,41.79718704223634
P,easy,decomposition.groups.foreground_exact_text.gradient_norm,3.088927108446757,0.2694078450986429,300,2.394815981388092,2.99617338180542,4.0142213106155396
P,easy,decomposition.groups.foreground_exact_text.task_gradient_norm,10.362002965112527,2.7680815651453425,300,0.6241953343153,8.114083290100098,27.248895549774172
P,easy,decomposition.pairwise_cosines.foreground__distractor,0.9142546604077021,0.03803826195685027,300,0.7656110256910325,0.9385738372802734,0.9869276225566864
P,easy,decomposition.pairwise_cosines.foreground__background,0.8948188704252243,0.03389787930558394,300,0.7374763935804367,0.920101135969162,0.9725356101989746
P,easy,decomposition.pairwise_cosines.distractor__background,0.9297307233015696,0.019159301693500427,300,0.7949517965316772,0.9463477432727814,0.9837934166193009
P,easy,decomposition.weighted_reconstruction_max_error,1.3341506322224935e-07,1.7611970648016855e-08,300,5.960464477539063e-08,1.1920928955078125e-07,2.384185791015625e-07
P,easy,oracle_variants.all_soft.accuracy,0.74875,0.1565047922588954,300,0.125,0.875,1.0
P,easy,oracle_variants.all_soft.nll,0.586114249896879,0.2685930708770659,300,0.06964002698659896,0.37149131298065186,1.7526729941368104
P,easy,oracle_variants.all_soft.margin,0.16220756214732926,0.04288813148222875,300,-0.09367424771189688,0.18337126821279526,0.38891845196485525
P,easy,oracle_variants.all_soft.query_nll,0.5861142489482396,0.26859307123918186,2400,0.008295052777975797,0.22467825561761856,2.375582337379454
P,easy,oracle_variants.all_soft.update_norm,0.17928023759524028,0.023906554152019553,300,0.14220429539680482,0.18251152634620668,0.21466601014137268
P,easy,oracle_variants.all_soft.accuracy_delta,-0.027083333333333334,0.07357323449008704,300,-0.375,0.0,0.25
P,easy,oracle_variants.all_soft.nll_delta,0.030194775460598372,0.08311289658521999,300,-0.3620945483446121,0.028475621715188026,0.45033098459243787
P,easy,oracle_variants.all_soft.margin_delta,-0.04498047708533705,0.0452207685249651,300,-0.1922855334356427,-0.03925090283155441,0.06787171997129919
P,easy,oracle_variants.all_soft.query_nll_delta,0.030194773684027797,0.08311289724535638,2400,-0.6283629268407822,0.017095486749894917,0.6286288797855364
P,easy,oracle_variants.all_soft.episode_nll_improves,0.39333333333333337,0.146401275039985,300,0.0,0.0,1.0
P,easy,oracle_variants.all_soft.query_nll_improves_fraction,0.3175,0.10515613391524052,300,0.0,0.25,0.875
P,easy,oracle_variants.foreground_soft.accuracy,0.7366666666666667,0.170084231583452,300,0.125,0.875,1.0
P,easy,oracle_variants.foreground_soft.nll,0.6264150090205173,0.3379928836311363,300,0.04687922913581133,0.41630537807941437,1.838195437192917
P,easy,oracle_variants.foreground_soft.margin,0.1631239634938538,0.05917890348245393,300,-0.12343002185225486,0.1864149421453476,0.39710107445716863
P,easy,oracle_variants.foreground_soft.query_nll,0.6264150148555927,0.3379928878213284,2400,0.007437344756908715,0.20614532381296158,2.596003866195677
P,easy,oracle_variants.foreground_soft.update_norm,0.18920516630013784,0.025093299850656798,300,0.14223694384098054,0.18807658553123474,0.23915403723716738
P,easy,oracle_variants.foreground_soft.accuracy_delta,-0.03916666666666666,0.0892007333676878,300,-0.375,0.0,0.25
P,easy,oracle_variants.foreground_soft.nll_delta,0.07049553458423664,0.14940792000699413,300,-0.4108644038438797,0.026838229969143867,0.8019186556339266
P,easy,oracle_variants.foreground_soft.margin_delta,-0.044064075738812485,0.060506703804293994,300,-0.22217929437756537,-0.0320100337266922,0.10331823453307157
P,easy,oracle_variants.foreground_soft.query_nll_delta,0.0704955395913809,0.14940792451541082,2400,-0.6820883512496948,0.01125504681840539,1.0035981863737085
P,easy,oracle_variants.foreground_soft.episode_nll_improves,0.41333333333333333,0.12220201853215573,300,0.0,0.0,1.0
P,easy,oracle_variants.foreground_soft.query_nll_improves_fraction,0.38375,0.12889554879824205,300,0.0,0.375,1.0
P,easy,oracle_variants.foreground_exact_text.accuracy,0.8516666666666667,0.06410846927928737,300,0.375,1.0,1.0
P,easy,oracle_variants.foreground_exact_text.nll,0.36044767438744507,0.11829933700833212,300,0.01391670536249876,0.20213712006807327,1.231818735599518
P,easy,oracle_variants.foreground_exact_text.margin,0.270216416195035,0.02291138213183573,300,0.06048809979110956,0.2621438205242157,0.510722389817238
P,easy,oracle_variants.foreground_exact_text.query_nll,0.3604476728123215,0.11829933770208115,2400,0.0023232393083162605,0.07741959765553474,1.8839777886867517
P,easy,oracle_variants.foreground_exact_text.update_norm,0.15444635542233787,0.01347039225493215,300,0.1197407990694046,0.14980866909027102,0.200711065530777
P,easy,oracle_variants.foreground_exact_text.accuracy_delta,0.07583333333333334,0.045023142197466996,300,-0.25,0.0,0.5
P,easy,oracle_variants.foreground_exact_text.nll_delta,-0.19547180004883558,0.09075986006942706,300,-1.0357610248029232,-0.05955533683300018,0.25339341685175903
P,easy,oracle_variants.foreground_exact_text.margin_delta,0.06302837696236868,0.027064119797669855,300,-0.07980275079607964,0.047561585903167725,0.2530200567096473
P,easy,oracle_variants.foreground_exact_text.query_nll_delta,-0.19547180245189033,0.09075986080259407,2400,-1.4056350737810135,-0.021117806201800704,0.3123030161485048
P,easy,oracle_variants.foreground_exact_text.episode_nll_improves,0.7466666666666666,0.08144527815247078,300,0.0,1.0,1.0
P,easy,oracle_variants.foreground_exact_text.query_nll_improves_fraction,0.69375,0.0693271231193102,300,0.125,0.75,1.0
P,easy,ambiguity_tokens.foreground.entropy,1.2060403764620424,0.07252438091054367,4800,0.9657348573207856,1.234506905078888,1.3644322812557221
P,easy,ambiguity_tokens.foreground.top1_probability,0.4669009752695759,0.06567711578864056,4800,0.31193659752607344,0.4528638869524002,0.6654260963201523
P,easy,ambiguity_tokens.foreground.top1_top2_gap,0.20784812987782061,0.07963760568905372,4800,0.013646675646305085,0.18067410588264465,0.4942264541983606
P,easy,ambiguity_tokens.foreground.target_norm,0.62143076274544,0.033423712403333125,4800,0.5292596042156219,0.616264283657074,0.7271362841129304
P,easy,ambiguity_tokens.foreground.target_correct_cosine,0.7107803672086448,0.15730311075501413,4800,0.33863742649555206,0.7509344816207886,0.9498514920473099
P,easy,ambiguity_tokens.foreground.target_strongest_wrong_cosine,0.6387957141688093,0.09277750338790525,4800,0.35325654298067094,0.6504902541637421,0.8935032844543458
P,easy,ambiguity_tokens.foreground.target_cosine_margin,0.07198465294515093,0.2473483592933521,4800,-0.47809548079967495,0.09158781170845032,0.5875943064689637
P,easy,ambiguity_tokens.foreground.assignment_correct,0.5964583333333333,0.34170775921587343,4800,0.0,1.0,1.0
P,easy,ambiguity_tokens.distractor.entropy,1.2054303587476412,0.0661872592500157,2400,0.9734961569309235,1.232275664806366,1.361380785703659
P,easy,ambiguity_tokens.distractor.top1_probability,0.4665980435659488,0.05899263871910029,2400,0.31495646089315416,0.4538785219192505,0.6611087799072264
P,easy,ambiguity_tokens.distractor.top1_top2_gap,0.2058540915263196,0.07195400829830746,2400,0.012885652482509613,0.17566511034965515,0.5015245348215102
P,easy,ambiguity_tokens.distractor.target_norm,0.6204725335414211,0.02943725497594935,2400,0.524117934703827,0.6156741678714752,0.7335741013288495
P,easy,ambiguity_tokens.background.entropy,1.2161599188794694,0.018914839261194548,2400,0.9598126739263535,1.247128963470459,1.3632778465747832
P,easy,ambiguity_tokens.background.top1_probability,0.45345368059972924,0.011500448368298602,2400,0.3121185049414635,0.43320465087890625,0.6606052041053768
P,easy,ambiguity_tokens.background.top1_top2_gap,0.18873730493088564,0.008661592453536822,2400,0.011753353476524354,0.15242597460746765,0.4887208759784698
P,easy,ambiguity_tokens.background.target_norm,0.6131141028180719,0.010447604804395381,2400,0.5201351165771484,0.6043889820575714,0.7360060662031174
P,hard,alignment.cosine,-0.011156695628693949,0.025638355438980506,300,-0.151120363175869,-0.019883339293301105,0.16463485583662987
P,hard,alignment.dot,0.17601609501366816,0.8735212749856917,300,-2.9317837834358214,-0.43225741386413574,5.766471552848817
P,hard,alignment.gradient_norm,4.059844428698222,0.3470634360672528,300,3.4403053879737855,4.01811671257019,4.776200699806213
P,hard,alignment.task_gradient_norm,6.292843859195709,0.07015576721268678,300,2.731778728961945,5.981356382369995,11.131888628005983
P,hard,alignment.predicted_task_nll_delta,-0.008800804750683408,0.04367606374928458,300,-0.28832357764244076,0.02161287069320679,0.14658918917179112
P,hard,alignment.actual_task_nll_delta,-0.011255236466725667,0.021483046509105232,300,-0.2709721624851226,0.01841878890991211,0.14624129831790927
P,hard,alignment.episode_nll_improves,0.43,0.0854400374531753,300,0.0,0.0,1.0
P,hard,alignment.query_nll_improves_fraction,0.40541666666666665,0.054905221366763776,300,0.0,0.375,1.0
P,hard,alignment.positive_alignment,0.4,0.12288205727444511,300,0.0,0.0,1.0
P,hard,alignment.normal_output_max_error,0.0,0.0,300,0.0,0.0,0.0
P,hard,eta.0.0.accuracy,0.40541666666666665,0.02673169155390909,300,0.0,0.375,0.875
P,hard,eta.0.0.nll,1.3139047340552013,0.019502731901290673,300,0.6950897604227066,1.2539527416229248,2.156795895099641
P,hard,eta.0.0.margin,-0.026497344012216976,0.0033169490258490356,300,-0.1467306323349476,-0.015470270998775959,0.06967137195169926
P,hard,eta.0.0.query_nll,1.3139047283213585,0.01950272799400866,2400,0.39196743816137314,1.2163022756576538,2.6910789608955383
P,hard,eta.0.0.update_norm,0.0,0.0,300,0.0,0.0,0.0
P,hard,eta.0.0.accuracy_delta,0.0,0.0,300,0.0,0.0,0.0
P,hard,eta.0.0.nll_delta,0.0,0.0,300,0.0,0.0,0.0
P,hard,eta.0.0.margin_delta,0.0,0.0,300,0.0,0.0,0.0
P,hard,eta.0.0.query_nll_delta,0.0,0.0,2400,0.0,0.0,0.0
P,hard,eta.0.0.episode_nll_improves,0.0,0.0,300,0.0,0.0,0.0
P,hard,eta.0.0.query_nll_improves_fraction,0.0,0.0,300,0.0,0.0,0.0
P,hard,eta.0.01.accuracy,0.40208333333333335,0.02155419526062929,300,0.0,0.375,0.875
P,hard,eta.0.01.nll,1.3114413918058077,0.015803106953200224,300,0.7133535474538804,1.2545485496520996,2.136387276649476
P,hard,eta.0.01.margin,-0.02590909177903086,0.0032061754944411307,300,-0.14190559461712837,-0.014533860608935356,0.06591117568314075
P,hard,eta.0.01.query_nll,1.3114413889031857,0.01580310973282142,2400,0.41717717945575716,1.2191619277000427,2.619725120067596
P,hard,eta.0.01.update_norm,0.04059844428698222,0.0034706343606725285,300,0.034403053879737855,0.04018116712570191,0.047762006998062136
P,hard,eta.0.01.accuracy_delta,-0.003333333333333333,0.005204164998665332,300,0.0,0.0,0.0
P,hard,eta.0.01.nll_delta,-0.0024633422493934632,0.007858331903780767,300,-0.060741478204727174,0.003937423229217529,0.02922839224338532
P,hard,eta.0.01.margin_delta,0.0005882522331861159,0.001278652890788598,300,-0.004506674036383628,-0.00042188726365566254,0.009279794618487361
P,hard,eta.0.01.query_nll_delta,-0.0024633394181728364,0.007858326583249824,2400,-0.09113644361495972,0.0065819621086120605,0.04204445779323572
P,hard,eta.0.01.episode_nll_improves,0.39666666666666667,0.12662279942148388,300,0.0,0.0,1.0
P,hard,eta.0.01.query_nll_improves_fraction,0.39125,0.08458538585358584,300,0.0,0.375,1.0
P,hard,eta.0.025.accuracy,0.40041666666666664,0.016313976625376564,300,0.0,0.375,0.875
P,hard,eta.0.025.nll,1.3069843745231629,0.015764520469808085,300,0.7293860346078873,1.2558134198188782,2.1389573335647585
P,hard,eta.0.025.margin,-0.024595517041161658,0.003748156224166035,300,-0.13874383866786957,-0.013283766806125641,0.061449703760445125
P,hard,eta.0.025.query_nll,1.3069843836687505,0.01576452908343411,2400,0.4524973168969154,1.2256121635437012,2.512870860099792
P,hard,eta.0.025.update_norm,0.10149611071745555,0.008676585901681324,300,0.08600763469934464,0.10045291781425478,0.11940501749515534
P,hard,eta.0.025.accuracy_delta,-0.005,0.01192424001771182,300,-0.125,0.0,0.125
P,hard,eta.0.025.nll_delta,-0.006920359532038371,0.015964405459864044,300,-0.14825958013534546,0.010901153087615967,0.06937342584133149
P,hard,eta.0.025.margin_delta,0.001901826971055319,0.0028235156908659933,300,-0.011265989765524865,-0.0006263945251703262,0.02356461249291897
P,hard,eta.0.025.query_nll_delta,-0.006920344652608037,0.015964396495841436,2400,-0.23350446224212645,0.016358137130737305,0.10835823118686676
P,hard,eta.0.025.episode_nll_improves,0.41333333333333333,0.12055427546683418,300,0.0,0.0,1.0
P,hard,eta.0.025.query_nll_improves_fraction,0.395,0.0754465870666129,300,0.0,0.375,1.0
P,hard,eta.0.05.accuracy,0.39416666666666667,0.013010412496663336,300,0.0,0.375,0.8812500000000014
P,hard,eta.0.05.nll,1.3026494975884757,0.016290142822113756,300,0.7873261153697968,1.255169153213501,2.019678103923798
P,hard,eta.0.05.margin,-0.022153662083049617,0.004723577654019597,300,-0.11237431652843952,-0.013248920440673828,0.05067983046174051
P,hard,eta.0.05.query_nll,1.3026494906346004,0.016290137125367286,2400,0.53368381857872,1.242054522037506,2.3093546628952017
P,hard,eta.0.05.update_norm,0.2029922214349111,0.017353171803362648,300,0.17201526939868927,0.20090583562850955,0.23881003499031067
P,hard,eta.0.05.accuracy_delta,-0.01125,0.021972994789058682,300,-0.25,0.0,0.125
P,hard,eta.0.05.nll_delta,-0.011255236466725667,0.021483046509105232,300,-0.2709721624851226,0.01841878890991211,0.14624129831790927
P,hard,eta.0.05.margin_delta,0.00434368192916736,0.0045037183956193804,300,-0.020444733276963233,0.0006441604346036911,0.04474862851202488
P,hard,eta.0.05.query_nll_delta,-0.011255237686758238,0.021483035926106765,2400,-0.43276324272155764,0.03313946723937988,0.21429366767406446
P,hard,eta.0.05.episode_nll_improves,0.43,0.0854400374531753,300,0.0,0.0,1.0
P,hard,eta.0.05.query_nll_improves_fraction,0.40541666666666665,0.054905221366763776,300,0.0,0.375,1.0
P,hard,eta.0.1.accuracy,0.3804166666666667,0.013768926368215239,300,0.0,0.375,0.875
P,hard,eta.0.1.nll,1.3065839278697968,0.010474571369850059,300,0.8975993156433105,1.2770169377326965,1.8407873511314392
P,hard,eta.0.1.margin,-0.018395809854070345,0.00546490685745379,300,-0.09228281155228615,-0.012009087949991226,0.0395424634218216
P,hard,eta.0.1.query_nll,1.3065839302664002,0.010474570961050214,2400,0.6762687265872955,1.2734692096710205,2.0428225994110103
P,hard,eta.0.1.update_norm,0.4059844428698222,0.034706343606725296,300,0.34403053879737855,0.4018116712570191,0.47762006998062134
P,hard,eta.0.1.accuracy_delta,-0.025,0.026457513110645908,300,-0.375,0.0,0.25
P,hard,eta.0.1.nll_delta,-0.00732080618540446,0.022165363274821718,300,-0.4356056988239288,0.0327073335647583,0.2580714583396912
P,hard,eta.0.1.margin_delta,0.00810153415814663,0.005915660532875971,300,-0.0354393869638443,0.002168429084122181,0.07318813949823381
P,hard,eta.0.1.query_nll_delta,-0.007320798054958385,0.02216536107878962,2400,-0.685566371679306,0.06521779298782349,0.38358082473277993
P,hard,eta.0.1.episode_nll_improves,0.43333333333333335,0.09291573243177569,300,0.0,0.0,1.0
P,hard,eta.0.1.query_nll_improves_fraction,0.4091666666666667,0.04462225715193409,300,0.0,0.375,1.0
P,hard,inner_loss_before,1.0205426416794459,0.1857004753853926,300,0.7214366912841796,1.0603099465370178,1.2828830003738403
P,hard,decomposition.groups.foreground.cosine,-0.0048700386041309685,0.028417335996995707,300,-0.15646326988935472,-0.01748087164014578,0.18901107534766207
P,hard,decomposition.groups.foreground.dot,0.3029446135026713,0.8848256327951893,300,-3.5602500796318055,-0.3946731835603714,7.26382961273194
P,hard,decomposition.groups.foreground.gradient_norm,4.1608624188105265,0.3752559387000423,300,3.3443363308906555,3.8470793962478638,5.372137117385864
P,hard,decomposition.groups.foreground.task_gradient_norm,6.292843859195709,0.07015576721268678,300,2.731778728961945,5.981356382369995,11.131888628005983
P,hard,decomposition.groups.foreground.token_count,16,0.0,300,16.0,16.0,16.0
P,hard,decomposition.groups.foreground.token_weight,0.5,0.0,300,0.5,0.5,0.5
P,hard,decomposition.groups.foreground.weighted_gradient_norm,2.0804312094052633,0.18762796935002116,300,1.6721681654453278,1.9235396981239319,2.686068558692932
P,hard,decomposition.groups.foreground.weighted_task_dot,0.15147230675133566,0.44241281639759467,300,-1.7801250398159028,-0.1973365917801857,3.63191480636597
P,hard,decomposition.groups.foreground.all_gradient_projection_fraction,0.5047005942463875,0.01012258440480878,300,0.4448529779911041,0.4945557862520218,0.5704141676425933
